0,000000	0,425455
0,010000	0,425455
0,020000	0,425455
0,030000	0,425455
0,040000	0,425455
0,050000	0,425455
0,060000	0,425455
0,070000	0,425455
0,080000	0,425455
0,090000	0,425455
0,100000	0,425455
0,110000	0,425455
0,120000	0,425455
0,130000	0,425455
0,140000	0,425455
0,150000	0,425455
0,160000	0,425455
0,170000	0,425455
0,180000	0,425455
0,190000	0,425455
0,200000	0,425455
0,210000	0,425455
0,220000	0,425455
0,230000	0,425455
0,240000	0,425455
0,250000	0,425455
0,260000	0,425455
0,270000	0,425455
0,280000	0,425455
0,290000	0,425455
0,300000	0,425455
0,310000	0,425455
0,320000	0,425455
0,330000	0,425455
0,340000	0,425455
0,350000	0,425455
0,360000	0,425455
0,370000	0,425455
0,380000	0,425455
0,390000	0,425455
0,400000	0,425455
0,410000	0,425455
0,420000	0,425455
0,430000	0,425455
0,440000	0,425455
0,450000	0,425455
0,460000	0,425455
0,470000	0,425455
0,480000	0,425455
0,490000	0,425455
0,500000	0,425455
0,510000	0,425455
0,520000	0,425455
0,530000	0,425455
0,540000	0,425455
0,550000	0,425455
0,560000	0,425455
0,570000	0,421508
0,580000	0,414241
0,590000	0,407219
0,600000	0,400433
0,610000	0,393868
0,620000	0,387515
0,630000	0,381364
0,640000	0,375405
0,650000	0,369630
0,660000	0,364030
0,670000	0,358596
0,680000	0,353323
0,690000	0,348202
0,700000	0,343228
0,710000	0,338394
0,720000	0,333694
0,730000	0,329123
0,740000	0,324675
0,750000	0,320346
0,760000	0,316131
0,770000	0,312025
0,780000	0,308025
0,790000	0,304126
0,800000	0,300324
0,810000	0,296617
0,820000	0,292999
0,830000	0,289469
0,840000	0,286023
0,850000	0,282658
0,860000	0,279372
0,870000	0,276160
0,880000	0,273022
0,890000	0,269954
0,900000	0,266955
0,910000	0,264021
0,920000	0,261152
0,930000	0,258344
0,940000	0,255595
0,950000	0,252905
0,960000	0,250270
0,970000	0,247690
0,980000	0,245163
0,990000	0,242686
1,000000	0,240260
1,010000	0,237881
1,020000	0,235549
1,030000	0,233262
1,040000	0,231019
1,050000	0,228819
1,060000	0,226660
1,070000	0,224542
1,080000	0,222463
1,090000	0,220422
1,100000	0,218418
1,110000	0,216450
1,120000	0,214517
1,130000	0,212619
1,140000	0,210754
1,150000	0,208921
